order_id,order_date,order_customer_id,order_status
136,7/26/2013 0:00,9126,PENDING_PAYMENT
137,7/26/2013 0:00,4211,COMPLETE
138,7/26/2013 0:00,10904,PROCESSING
139,7/26/2013 0:00,7933,COMPLETE
140,7/26/2013 0:00,4257,PENDING_PAYMENT
141,7/26/2013 0:00,12128,COMPLETE
142,7/26/2013 0:00,5760,PENDING_PAYMENT
143,7/26/2013 0:00,10495,COMPLETE
144,7/26/2013 0:00,2158,PROCESSING
145,7/26/2013 0:00,494,ON_HOLD
146,7/26/2013 0:00,8177,COMPLETE
147,7/26/2013 0:00,275,PENDING_PAYMENT
148,7/26/2013 0:00,5383,PROCESSING
149,7/26/2013 0:00,11431,COMPLETE
150,7/26/2013 0:00,236,PROCESSING
151,7/26/2013 0:00,2493,ON_HOLD
152,7/26/2013 0:00,3611,COMPLETE
153,7/26/2013 0:00,8876,COMPLETE
154,7/26/2013 0:00,9993,ON_HOLD
155,7/26/2013 0:00,9044,PENDING_PAYMENT
156,7/26/2013 0:00,5200,ON_HOLD
157,7/26/2013 0:00,8986,ON_HOLD
158,7/26/2013 0:00,12345,PENDING
159,7/26/2013 0:00,10974,PENDING_PAYMENT
160,7/26/2013 0:00,6762,COMPLETE
161,7/26/2013 0:00,4513,PENDING_PAYMENT
162,7/26/2013 0:00,3304,PENDING_PAYMENT
163,7/26/2013 0:00,3348,COMPLETE
164,7/26/2013 0:00,2962,PROCESSING
165,7/26/2013 0:00,1222,PENDING_PAYMENT
166,7/26/2013 0:00,7834,PROCESSING
167,7/26/2013 0:00,1347,PENDING
168,7/26/2013 0:00,11794,PENDING_PAYMENT
169,7/26/2013 0:00,2611,ON_HOLD
170,7/26/2013 0:00,6295,PAYMENT_REVIEW
171,7/26/2013 0:00,1980,COMPLETE
172,7/26/2013 0:00,11382,COMPLETE
173,7/26/2013 0:00,9027,ON_HOLD
174,7/26/2013 0:00,3358,COMPLETE
175,7/26/2013 0:00,384,COMPLETE
176,7/26/2013 0:00,2897,PENDING_PAYMENT
177,7/26/2013 0:00,9151,PENDING_PAYMENT
178,7/26/2013 0:00,8503,COMPLETE
179,7/26/2013 0:00,6506,COMPLETE
180,7/26/2013 0:00,10215,ON_HOLD
181,7/26/2013 0:00,7473,PENDING
182,7/26/2013 0:00,10984,COMPLETE
183,7/26/2013 0:00,12105,COMPLETE
184,7/26/2013 0:00,210,COMPLETE
185,7/26/2013 0:00,10966,PENDING_PAYMENT
186,7/26/2013 0:00,1104,COMPLETE
187,7/26/2013 0:00,1378,PAYMENT_REVIEW
188,7/26/2013 0:00,2889,PENDING
189,7/26/2013 0:00,10177,PENDING
190,7/26/2013 0:00,11115,PENDING
191,7/26/2013 0:00,16,CLOSED
192,7/26/2013 0:00,5293,PROCESSING
193,7/26/2013 0:00,6174,PROCESSING
194,7/26/2013 0:00,2550,PENDING_PAYMENT
195,7/26/2013 0:00,12096,PROCESSING
196,7/26/2013 0:00,2765,PROCESSING
197,7/26/2013 0:00,6370,PROCESSING
198,7/26/2013 0:00,7436,PENDING_PAYMENT
199,7/26/2013 0:00,4608,ON_HOLD
200,7/26/2013 0:00,11116,PAYMENT_REVIEW
201,7/26/2013 0:00,9055,CLOSED
202,7/26/2013 0:00,8524,PENDING_PAYMENT
203,7/26/2013 0:00,11791,PENDING_PAYMENT
204,7/26/2013 0:00,7604,PENDING_PAYMENT
205,7/26/2013 0:00,3109,PROCESSING
206,7/26/2013 0:00,8994,PENDING
207,7/26/2013 0:00,11643,COMPLETE
208,7/26/2013 0:00,7923,PROCESSING
209,7/26/2013 0:00,3627,PENDING
210,7/26/2013 0:00,10102,COMPLETE
211,7/26/2013 0:00,10372,CLOSED
212,7/26/2013 0:00,3190,PENDING
213,7/26/2013 0:00,11715,CLOSED
214,7/26/2013 0:00,3925,COMPLETE
215,7/26/2013 0:00,5925,CLOSED
216,7/26/2013 0:00,7282,PENDING
217,7/26/2013 0:00,5420,PROCESSING
218,7/26/2013 0:00,3935,COMPLETE
219,7/26/2013 0:00,10655,PROCESSING
220,7/26/2013 0:00,1383,COMPLETE
221,7/26/2013 0:00,11871,CLOSED
222,7/26/2013 0:00,8309,CLOSED
223,7/26/2013 0:00,9068,PENDING
224,7/26/2013 0:00,11938,CLOSED
225,7/26/2013 0:00,11275,COMPLETE
226,7/26/2013 0:00,9356,PENDING_PAYMENT
227,7/26/2013 0:00,7410,CLOSED
228,7/26/2013 0:00,6070,ON_HOLD
229,7/26/2013 0:00,618,PENDING
230,7/26/2013 0:00,4921,PENDING_PAYMENT
231,7/26/2013 0:00,3960,COMPLETE
232,7/26/2013 0:00,1780,PENDING_PAYMENT
233,7/26/2013 0:00,12316,COMPLETE
234,7/26/2013 0:00,1010,ON_HOLD
235,7/26/2013 0:00,4285,PENDING_PAYMENT
236,7/26/2013 0:00,9785,COMPLETE
237,7/26/2013 0:00,11438,PENDING_PAYMENT
238,7/26/2013 0:00,4939,PENDING_PAYMENT
239,7/26/2013 0:00,5058,COMPLETE
240,7/26/2013 0:00,32,PENDING
241,7/26/2013 0:00,948,CLOSED
242,7/26/2013 0:00,3237,PAYMENT_REVIEW
243,7/26/2013 0:00,32,ON_HOLD
244,7/26/2013 0:00,6910,PENDING_PAYMENT
245,7/26/2013 0:00,5191,CLOSED
246,7/26/2013 0:00,9616,SUSPECTED_FRAUD
247,7/26/2013 0:00,173,COMPLETE
248,7/26/2013 0:00,11707,COMPLETE
249,7/26/2013 0:00,7650,CLOSED
250,7/26/2013 0:00,11668,COMPLETE
251,7/26/2013 0:00,568,PENDING
252,7/26/2013 0:00,9708,COMPLETE
253,7/26/2013 0:00,45,COMPLETE
254,7/26/2013 0:00,9395,COMPLETE
255,7/26/2013 0:00,10346,COMPLETE
256,7/26/2013 0:00,4199,CLOSED
257,7/26/2013 0:00,3273,PROCESSING
258,7/26/2013 0:00,1137,COMPLETE
259,7/26/2013 0:00,3454,COMPLETE
260,7/26/2013 0:00,5135,CLOSED
261,7/26/2013 0:00,5128,COMPLETE
262,7/26/2013 0:00,11475,CLOSED
263,7/26/2013 0:00,8026,COMPLETE
264,7/26/2013 0:00,230,COMPLETE
265,7/26/2013 0:00,488,PENDING_PAYMENT
266,7/26/2013 0:00,11085,COMPLETE
267,7/26/2013 0:00,6989,CLOSED
268,7/26/2013 0:00,5578,CLOSED
269,7/26/2013 0:00,11887,PROCESSING
270,7/26/2013 0:00,5689,COMPLETE
271,7/26/2013 0:00,815,COMPLETE
272,7/26/2013 0:00,428,CLOSED
273,7/26/2013 0:00,10665,PENDING_PAYMENT
274,7/26/2013 0:00,3365,PENDING
275,7/26/2013 0:00,10942,PENDING_PAYMENT
276,7/26/2013 0:00,2221,PENDING_PAYMENT
277,7/26/2013 0:00,3732,PENDING
278,7/26/2013 0:00,488,PAYMENT_REVIEW
279,7/26/2013 0:00,10372,COMPLETE
280,7/26/2013 0:00,11836,PENDING
281,7/26/2013 0:00,827,PENDING_PAYMENT
282,7/26/2013 0:00,3551,PENDING_PAYMENT
283,7/26/2013 0:00,11466,COMPLETE
284,7/26/2013 0:00,861,PROCESSING
285,7/26/2013 0:00,5011,CLOSED
286,7/26/2013 0:00,9824,ON_HOLD
287,7/26/2013 0:00,8122,COMPLETE
288,7/26/2013 0:00,8667,COMPLETE
289,7/26/2013 0:00,1195,PENDING_PAYMENT
290,7/26/2013 0:00,6446,COMPLETE
291,7/26/2013 0:00,5506,PROCESSING
292,7/26/2013 0:00,11971,PENDING_PAYMENT
293,7/26/2013 0:00,4731,PROCESSING
294,7/26/2013 0:00,11394,CLOSED
295,7/26/2013 0:00,1937,PENDING
296,7/26/2013 0:00,6665,COMPLETE
297,7/26/2013 0:00,2281,PENDING
298,7/26/2013 0:00,4967,COMPLETE
299,7/26/2013 0:00,9202,PENDING_PAYMENT
300,7/26/2013 0:00,11326,CLOSED
301,7/26/2013 0:00,11999,COMPLETE
302,7/26/2013 0:00,3577,COMPLETE
303,7/26/2013 0:00,1682,PENDING_PAYMENT
304,7/26/2013 0:00,1869,COMPLETE
305,7/26/2013 0:00,5618,ON_HOLD
306,7/26/2013 0:00,137,COMPLETE
307,7/26/2013 0:00,8818,PENDING
308,7/26/2013 0:00,6829,PENDING_PAYMENT
309,7/26/2013 0:00,10396,COMPLETE
310,7/26/2013 0:00,1256,COMPLETE
311,7/26/2013 0:00,410,COMPLETE
312,7/26/2013 0:00,1122,COMPLETE
313,7/26/2013 0:00,7543,CLOSED
314,7/26/2013 0:00,10033,PENDING_PAYMENT
315,7/26/2013 0:00,4375,PENDING_PAYMENT
316,7/26/2013 0:00,3870,PROCESSING
317,7/26/2013 0:00,1450,COMPLETE
318,7/26/2013 0:00,8829,PENDING_PAYMENT
319,7/26/2013 0:00,10445,COMPLETE
320,7/26/2013 0:00,10698,SUSPECTED_FRAUD
321,7/26/2013 0:00,4282,ON_HOLD
322,7/26/2013 0:00,2864,COMPLETE
323,7/26/2013 0:00,3020,PENDING_PAYMENT
324,7/26/2013 0:00,76,COMPLETE
325,7/26/2013 0:00,4759,PENDING
326,7/26/2013 0:00,1604,PENDING_PAYMENT
327,7/26/2013 0:00,12107,PENDING
328,7/26/2013 0:00,1149,COMPLETE
329,7/26/2013 0:00,1944,SUSPECTED_FRAUD
330,7/26/2013 0:00,5175,COMPLETE
331,7/26/2013 0:00,4797,PENDING_PAYMENT
332,7/26/2013 0:00,4171,COMPLETE
333,7/26/2013 0:00,2071,PENDING_PAYMENT
334,7/26/2013 0:00,3752,PENDING_PAYMENT
335,7/26/2013 0:00,7710,PENDING
336,7/26/2013 0:00,5479,PENDING
337,7/26/2013 0:00,6747,COMPLETE
338,7/26/2013 0:00,4666,COMPLETE
339,7/26/2013 0:00,8326,PENDING
340,7/26/2013 0:00,7995,PENDING_PAYMENT
341,7/26/2013 0:00,10128,CLOSED
342,7/26/2013 0:00,8809,ON_HOLD
343,7/26/2013 0:00,10952,COMPLETE
344,7/26/2013 0:00,2816,PENDING
345,7/26/2013 0:00,11040,PROCESSING
346,7/26/2013 0:00,3646,COMPLETE
347,7/27/2013 0:00,11662,COMPLETE
348,7/27/2013 0:00,12120,COMPLETE
349,7/27/2013 0:00,9103,COMPLETE
350,7/27/2013 0:00,10672,COMPLETE
351,7/27/2013 0:00,12049,COMPLETE
352,7/27/2013 0:00,1977,PENDING_PAYMENT
353,7/27/2013 0:00,2234,PROCESSING
354,7/27/2013 0:00,5862,PROCESSING
355,7/27/2013 0:00,11682,PROCESSING
356,7/27/2013 0:00,2209,PENDING
357,7/27/2013 0:00,2685,COMPLETE
358,7/27/2013 0:00,2979,PENDING
359,7/27/2013 0:00,6020,PENDING_PAYMENT
360,7/27/2013 0:00,8020,COMPLETE
361,7/27/2013 0:00,8286,PROCESSING
362,7/27/2013 0:00,10167,PROCESSING
363,7/27/2013 0:00,3619,CLOSED
364,7/27/2013 0:00,6035,PROCESSING
365,7/27/2013 0:00,2400,PENDING_PAYMENT
366,7/27/2013 0:00,4422,PENDING_PAYMENT
367,7/27/2013 0:00,8730,PROCESSING
368,7/27/2013 0:00,5783,COMPLETE
369,7/27/2013 0:00,189,COMPLETE
370,7/27/2013 0:00,4791,PENDING_PAYMENT
371,7/27/2013 0:00,4428,PENDING_PAYMENT
372,7/27/2013 0:00,776,COMPLETE
373,7/27/2013 0:00,3630,PENDING
374,7/27/2013 0:00,5906,PROCESSING
375,7/27/2013 0:00,6561,PROCESSING
376,7/27/2013 0:00,1369,PENDING
377,7/27/2013 0:00,514,PROCESSING
378,7/27/2013 0:00,10071,PENDING_PAYMENT
379,7/27/2013 0:00,8735,PENDING_PAYMENT
380,7/27/2013 0:00,9505,PENDING_PAYMENT
381,7/27/2013 0:00,5756,ON_HOLD
382,7/27/2013 0:00,8143,PROCESSING
383,7/27/2013 0:00,10509,PENDING_PAYMENT
384,7/27/2013 0:00,2610,CLOSED
385,7/27/2013 0:00,10667,COMPLETE
386,7/27/2013 0:00,3568,PENDING
387,7/27/2013 0:00,7193,CLOSED
388,7/27/2013 0:00,2790,COMPLETE
389,7/27/2013 0:00,4435,COMPLETE
390,7/27/2013 0:00,5590,PENDING
391,7/27/2013 0:00,5816,PENDING_PAYMENT
392,7/27/2013 0:00,3238,PENDING
393,7/27/2013 0:00,1047,CLOSED
394,7/27/2013 0:00,76,PENDING_PAYMENT
395,7/27/2013 0:00,3934,COMPLETE
396,7/27/2013 0:00,9078,PAYMENT_REVIEW
397,7/27/2013 0:00,4476,CLOSED
398,7/27/2013 0:00,1365,ON_HOLD
399,7/27/2013 0:00,1473,PROCESSING
400,7/27/2013 0:00,5626,PENDING
401,7/27/2013 0:00,9692,PROCESSING
402,7/27/2013 0:00,9547,PENDING_PAYMENT
403,7/27/2013 0:00,4178,COMPLETE
404,7/27/2013 0:00,1478,CLOSED
405,7/27/2013 0:00,9498,COMPLETE
406,7/27/2013 0:00,9023,COMPLETE
407,7/27/2013 0:00,3333,PROCESSING
408,7/27/2013 0:00,2252,PAYMENT_REVIEW
409,7/27/2013 0:00,11102,PROCESSING
410,7/27/2013 0:00,1288,PENDING
411,7/27/2013 0:00,11164,SUSPECTED_FRAUD
412,7/27/2013 0:00,9397,COMPLETE
413,7/27/2013 0:00,7278,CLOSED
414,7/27/2013 0:00,11776,PENDING
415,7/27/2013 0:00,6110,CLOSED
416,7/27/2013 0:00,1561,COMPLETE
417,7/27/2013 0:00,11491,PENDING_PAYMENT
418,7/27/2013 0:00,4269,COMPLETE
419,7/27/2013 0:00,8987,PENDING_PAYMENT
420,7/27/2013 0:00,4632,COMPLETE
421,7/27/2013 0:00,7839,PENDING
422,7/27/2013 0:00,9664,COMPLETE
423,7/27/2013 0:00,9632,SUSPECTED_FRAUD
424,7/27/2013 0:00,2457,PROCESSING
425,7/27/2013 0:00,10481,PENDING_PAYMENT
426,7/27/2013 0:00,10419,COMPLETE
427,7/27/2013 0:00,6681,COMPLETE
428,7/27/2013 0:00,3487,COMPLETE
429,7/27/2013 0:00,8466,CLOSED
430,7/27/2013 0:00,10779,PENDING_PAYMENT
431,7/27/2013 0:00,4676,CLOSED
432,7/27/2013 0:00,1197,COMPLETE
433,7/27/2013 0:00,792,PROCESSING
434,7/27/2013 0:00,11390,PENDING_PAYMENT
435,7/27/2013 0:00,5719,CLOSED
436,7/27/2013 0:00,7610,PROCESSING
437,7/27/2013 0:00,5351,COMPLETE
438,7/27/2013 0:00,8256,COMPLETE
439,7/27/2013 0:00,9353,COMPLETE
440,7/27/2013 0:00,7290,COMPLETE
441,7/27/2013 0:00,5239,PENDING_PAYMENT
442,7/27/2013 0:00,8098,COMPLETE
443,7/27/2013 0:00,8499,CLOSED
444,7/27/2013 0:00,10004,COMPLETE
445,7/27/2013 0:00,3859,PENDING
446,7/27/2013 0:00,7620,PENDING_PAYMENT
447,7/27/2013 0:00,8737,CLOSED
448,7/27/2013 0:00,7167,COMPLETE
449,7/27/2013 0:00,409,CLOSED
450,7/27/2013 0:00,5085,ON_HOLD
451,7/27/2013 0:00,10104,PENDING
452,7/27/2013 0:00,5128,COMPLETE
453,7/27/2013 0:00,381,SUSPECTED_FRAUD
454,7/27/2013 0:00,5933,PENDING_PAYMENT
455,7/27/2013 0:00,6575,PENDING
456,7/27/2013 0:00,11295,CLOSED
457,7/27/2013 0:00,4036,PENDING_PAYMENT
458,7/27/2013 0:00,5358,COMPLETE
459,7/27/2013 0:00,3687,COMPLETE
460,7/27/2013 0:00,2521,PENDING_PAYMENT
461,7/27/2013 0:00,8398,CLOSED
462,7/27/2013 0:00,5454,PROCESSING
463,7/27/2013 0:00,8709,COMPLETE
464,7/27/2013 0:00,7114,COMPLETE
465,7/27/2013 0:00,1255,PENDING_PAYMENT
466,7/27/2013 0:00,10943,CLOSED
467,7/27/2013 0:00,1719,PENDING_PAYMENT
468,7/27/2013 0:00,7305,COMPLETE
469,7/27/2013 0:00,1731,PENDING
470,7/27/2013 0:00,6410,PENDING_PAYMENT
471,7/27/2013 0:00,10861,PENDING
472,7/27/2013 0:00,8969,CLOSED
473,7/27/2013 0:00,5359,COMPLETE
474,7/27/2013 0:00,8349,PENDING_PAYMENT
475,7/27/2013 0:00,4567,CLOSED
476,7/27/2013 0:00,6020,PENDING_PAYMENT
477,7/27/2013 0:00,8511,ON_HOLD
478,7/27/2013 0:00,7657,COMPLETE
479,7/27/2013 0:00,11138,COMPLETE
480,7/27/2013 0:00,2902,PROCESSING
481,7/27/2013 0:00,10633,PROCESSING
482,7/27/2013 0:00,9156,ON_HOLD
483,7/27/2013 0:00,12341,PROCESSING
484,7/27/2013 0:00,2409,PENDING_PAYMENT
485,7/27/2013 0:00,3976,PENDING_PAYMENT
486,7/27/2013 0:00,1865,PROCESSING
487,7/27/2013 0:00,5698,PROCESSING
488,7/27/2013 0:00,10143,PENDING_PAYMENT
489,7/27/2013 0:00,2030,PENDING_PAYMENT
490,7/27/2013 0:00,9709,COMPLETE
491,7/27/2013 0:00,3945,ON_HOLD
492,7/27/2013 0:00,2499,PENDING_PAYMENT
493,7/27/2013 0:00,1180,COMPLETE
494,7/27/2013 0:00,8121,PENDING_PAYMENT
495,7/27/2013 0:00,7242,COMPLETE
496,7/27/2013 0:00,615,COMPLETE
497,7/27/2013 0:00,846,COMPLETE
498,7/27/2013 0:00,6828,PENDING_PAYMENT
499,7/27/2013 0:00,8920,COMPLETE
500,7/27/2013 0:00,2129,CLOSED
501,7/27/2013 0:00,1987,CLOSED
502,7/27/2013 0:00,7196,COMPLETE
503,7/27/2013 0:00,6377,PENDING_PAYMENT
504,7/27/2013 0:00,6288,COMPLETE
505,7/27/2013 0:00,11952,PROCESSING
506,7/27/2013 0:00,3509,PENDING
507,7/27/2013 0:00,4730,PENDING_PAYMENT
508,7/27/2013 0:00,6970,COMPLETE
509,7/27/2013 0:00,10739,COMPLETE
510,7/28/2013 0:00,7533,PENDING_PAYMENT
511,7/28/2013 0:00,486,PROCESSING
512,7/28/2013 0:00,12000,COMPLETE
513,7/28/2013 0:00,10479,COMPLETE
514,7/28/2013 0:00,10962,PENDING_PAYMENT
515,7/28/2013 0:00,5921,PENDING_PAYMENT
516,7/28/2013 0:00,9204,COMPLETE
517,7/28/2013 0:00,1578,PROCESSING
518,7/28/2013 0:00,5257,COMPLETE
519,7/28/2013 0:00,4780,COMPLETE
520,7/28/2013 0:00,8074,COMPLETE
521,7/28/2013 0:00,6497,COMPLETE
522,7/28/2013 0:00,12300,COMPLETE
523,7/28/2013 0:00,4477,COMPLETE
524,7/28/2013 0:00,7622,COMPLETE
525,7/28/2013 0:00,10830,PENDING
526,7/28/2013 0:00,7259,COMPLETE
527,7/28/2013 0:00,5426,CANCELED
528,7/28/2013 0:00,6147,PROCESSING
529,7/28/2013 0:00,844,ON_HOLD
530,7/28/2013 0:00,6224,PROCESSING
531,7/28/2013 0:00,1950,PENDING_PAYMENT
532,7/28/2013 0:00,6498,PENDING
533,7/28/2013 0:00,6770,COMPLETE
534,7/28/2013 0:00,6896,COMPLETE
535,7/28/2013 0:00,66,COMPLETE
536,7/28/2013 0:00,9981,ON_HOLD
537,7/28/2013 0:00,10437,COMPLETE
538,7/28/2013 0:00,4871,PROCESSING
539,7/28/2013 0:00,7673,PENDING_PAYMENT
540,7/28/2013 0:00,121,COMPLETE
541,7/28/2013 0:00,4985,COMPLETE
542,7/28/2013 0:00,597,CLOSED
543,7/28/2013 0:00,7351,PENDING
544,7/28/2013 0:00,281,PENDING_PAYMENT
545,7/28/2013 0:00,11642,COMPLETE
546,7/28/2013 0:00,7604,PROCESSING
547,7/28/2013 0:00,7220,COMPLETE
548,7/28/2013 0:00,6889,SUSPECTED_FRAUD
549,7/28/2013 0:00,3834,PENDING
550,7/28/2013 0:00,9666,PENDING_PAYMENT
551,7/28/2013 0:00,2867,COMPLETE
552,7/28/2013 0:00,1445,CANCELED
553,7/28/2013 0:00,7307,COMPLETE
554,7/28/2013 0:00,10980,PROCESSING
555,7/28/2013 0:00,976,PENDING_PAYMENT
556,7/28/2013 0:00,7838,COMPLETE
557,7/28/2013 0:00,4855,COMPLETE
558,7/28/2013 0:00,4562,COMPLETE
559,7/28/2013 0:00,1944,ON_HOLD
560,7/28/2013 0:00,744,ON_HOLD
561,7/28/2013 0:00,6059,PENDING
562,7/28/2013 0:00,5017,PENDING
563,7/28/2013 0:00,3514,CLOSED
564,7/28/2013 0:00,2216,CANCELED
565,7/28/2013 0:00,3850,PENDING_PAYMENT
566,7/28/2013 0:00,6335,CLOSED
567,7/28/2013 0:00,9527,CLOSED
568,7/28/2013 0:00,11790,PENDING
569,7/28/2013 0:00,8532,CLOSED
570,7/28/2013 0:00,4622,PENDING
571,7/28/2013 0:00,5006,PENDING
572,7/28/2013 0:00,6691,PENDING
573,7/28/2013 0:00,5964,COMPLETE
574,7/28/2013 0:00,7145,PROCESSING
575,7/28/2013 0:00,2873,PROCESSING
576,7/28/2013 0:00,7191,COMPLETE
577,7/28/2013 0:00,457,CLOSED
578,7/28/2013 0:00,2529,PENDING_PAYMENT
579,7/28/2013 0:00,4137,PROCESSING
580,7/28/2013 0:00,8677,SUSPECTED_FRAUD
581,7/28/2013 0:00,3222,PROCESSING
582,7/28/2013 0:00,6220,CLOSED
